Category title,Sub-category title,Class title,Sub-class title,Title names,Link items,Item description,Item tech,Item information
Phụ kiện kim khí,,,,Dưỡng kiểm lỗ YAMAWA CPC-T M5x0.8(CPCT5.0K,https://super-mro.com/san-pham/duong-kiem-lo-yamawa-cpc-t-m5x0-8-cpct5-0k.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Toptul, Kyoritsu, Khác, Yamawa, Dongcheng, Koyo, Hyundai, MB, HQ, SKF, Trung Quốc là những hãng sản xuất thiết bị công nghiệp, Phụ kiện kim khí nổi tiếng Việt Nam và thế giới., Dưỡng kiểm lỗ YAMAWA CPC-T M5x0.8(CPCT5.0K là sản phẩm nổi tiếng của hãng Yamawa, bạn có thể mua Dưỡng kiểm lỗ YAMAWA CPC-T M5x0.8(CPCT5.0K giá rẻ nhất tại Super-mro chỉ với 210,000đ/Cái",['Quy cách:M5x0.8mm'],"['Thương hiệu: Yamawa', 'Mã hệ thống: 8E9364', 'Model hãng: CPCT5.0K', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vòng đệm (Long đen),,,Vòng đệm lưỡi cắt kim cương Makita A-86860 16mm,https://super-mro.com/san-pham/vong-dem-luoi-cat-kim-cuong-makita-a-86860-16mm.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita là những hãng sản xuất thiết bị công nghiệp, Vòng đệm (Long đen) nổi tiếng Việt Nam và thế giới., Vòng đệm lưỡi cắt kim cương Makita A-86860 16mm là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Vòng đệm lưỡi cắt kim cương Makita A-86860 16mm giá rẻ nhất tại Super-mro chỉ với 93,000đ/Cái",['Quy cách:16mm'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6303', 'Model hãng: A-86860', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vít,,,Vít đầu bằng mạ bạc Unika F-432-SDN (Drill set),https://super-mro.com/san-pham/plug-screw-unika-f-432-sdn-drill-set.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Bosch, Khác, Unika là những hãng sản xuất thiết bị công nghiệp, Vít nổi tiếng Việt Nam và thế giới., Vít đầu bằng mạ bạc Unika F-432-SDN (Drill set) là sản phẩm nổi tiếng của hãng Unika, bạn có thể mua Vít đầu bằng mạ bạc Unika F-432-SDN (Drill set) giá rẻ nhất tại Super-mro chỉ với 122,100đ/Cái","['Đường kính mũi:4mm', 'Chiều dài:32mm', 'Kiểu đầu:Đầu bằng']","['Thương hiệu: Unika', 'Mã hệ thống: 330970', 'Model hãng: F-432-SDN (Drill set)', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vòng đệm (Long đen),,,Vòng đệm Makita 341796-7,https://super-mro.com/san-pham/vong-dem-makita-341796-7.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita là những hãng sản xuất thiết bị công nghiệp, Vòng đệm (Long đen) nổi tiếng Việt Nam và thế giới., Vòng đệm Makita 341796-7 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Vòng đệm Makita 341796-7 giá rẻ nhất tại Super-mro chỉ với 13,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6293', 'Model hãng: 341796-7', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vít,,,Vít đầu bằng mạ bạc Unika F-645-SDN,https://super-mro.com/san-pham/plug-screw-unika-f-645-sdn.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Bosch, Khác, Unika là những hãng sản xuất thiết bị công nghiệp, Vít nổi tiếng Việt Nam và thế giới., Vít đầu bằng mạ bạc Unika F-645-SDN là sản phẩm nổi tiếng của hãng Unika, bạn có thể mua Vít đầu bằng mạ bạc Unika F-645-SDN giá rẻ nhất tại Super-mro chỉ với 122,100đ/Bộ","['Đường kính mũi:6mm', 'Chiều dài:45mm', 'Kiểu đầu:Đầu bằng']","['Thương hiệu: Unika', 'Mã hệ thống: 330961', 'Model hãng: F-645-SDN', 'Đơn vị: Bộ']"
Phụ kiện kim khí,Vòng đệm (Long đen),,,Vòng đệm hr3011fc Makita 191L91-5,https://super-mro.com/san-pham/vong-dem-hr3011fc-makita-191l91-5.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita là những hãng sản xuất thiết bị công nghiệp, Vòng đệm (Long đen) nổi tiếng Việt Nam và thế giới., Vòng đệm hr3011fc Makita 191L91-5 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Vòng đệm hr3011fc Makita 191L91-5 giá rẻ nhất tại Super-mro chỉ với 105,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6304', 'Model hãng: 191L91-5', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vít,,,Vít đầu bằng mạ bạc Unika F-438-SDN (Drill set),https://super-mro.com/san-pham/plug-screw-unika-f-438-sdn-drill-set.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Bosch, Khác, Unika là những hãng sản xuất thiết bị công nghiệp, Vít nổi tiếng Việt Nam và thế giới., Vít đầu bằng mạ bạc Unika F-438-SDN (Drill set) là sản phẩm nổi tiếng của hãng Unika, bạn có thể mua Vít đầu bằng mạ bạc Unika F-438-SDN (Drill set) giá rẻ nhất tại Super-mro chỉ với 122,100đ/Bộ","['Đường kính mũi:4mm', 'Chiều dài:38mm', 'Kiểu đầu:Đầu bằng']","['Thương hiệu: Unika', 'Mã hệ thống: 330971', 'Model hãng: F-438-SDN (Drill set)', 'Đơn vị: Bộ']"
Phụ kiện kim khí,,,,Dưỡng kiểm ren YAMAWA SIT 6H M8X1.25 GB (ITM68.0NG),https://super-mro.com/san-pham/duong-kiem-ren-yamawa-sit-6h-m8x1-25-gb-itm68-0ng.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita, Toptul, Kyoritsu, Khác, Yamawa, Dongcheng, Koyo, Hyundai, MB, HQ, SKF, Trung Quốc là những hãng sản xuất thiết bị công nghiệp, Phụ kiện kim khí nổi tiếng Việt Nam và thế giới., Dưỡng kiểm ren YAMAWA SIT 6H M8X1.25 GB (ITM68.0NG) là sản phẩm nổi tiếng của hãng Yamawa, bạn có thể mua Dưỡng kiểm ren YAMAWA SIT 6H M8X1.25 GB (ITM68.0NG) giá rẻ nhất tại Super-mro chỉ với 770,000đ/Cái",['Quy cách:M8x1.25mm'],"['Thương hiệu: Yamawa', 'Mã hệ thống: 8E9368', 'Model hãng: ITM68.0NG', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vòng đệm (Long đen),,,Vòng đệm Makita A-85248 20 (mỏng: 2.0mm),https://super-mro.com/san-pham/vong-dem-makita-a-85248-20-mong-2-0mm-.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita là những hãng sản xuất thiết bị công nghiệp, Vòng đệm (Long đen) nổi tiếng Việt Nam và thế giới., Vòng đệm Makita A-85248 20 (mỏng: 2.0mm) là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Vòng đệm Makita A-85248 20 (mỏng: 2.0mm) giá rẻ nhất tại Super-mro chỉ với 169,000đ/Cái","['Quy cách:20mm (mỏng: 2,0mm)']","['Thương hiệu: Makita', 'Mã hệ thống: 8C6294', 'Model hãng: A-85248', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vòng đệm (Long đen),,,Vòng đệm tw007g Makita 191G08-8,https://super-mro.com/san-pham/vong-dem-tw007g-makita-191g08-8.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita là những hãng sản xuất thiết bị công nghiệp, Vòng đệm (Long đen) nổi tiếng Việt Nam và thế giới., Vòng đệm tw007g Makita 191G08-8 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Vòng đệm tw007g Makita 191G08-8 giá rẻ nhất tại Super-mro chỉ với 478,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6305', 'Model hãng: 191G08-8', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vít,,,Vít đầu bằng mạ bạc Unika F-445-SDN (Drill set),https://super-mro.com/san-pham/plug-screw-unika-f-445-sdn-drill-set.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Bosch, Khác, Unika là những hãng sản xuất thiết bị công nghiệp, Vít nổi tiếng Việt Nam và thế giới., Vít đầu bằng mạ bạc Unika F-445-SDN (Drill set) là sản phẩm nổi tiếng của hãng Unika, bạn có thể mua Vít đầu bằng mạ bạc Unika F-445-SDN (Drill set) giá rẻ nhất tại Super-mro chỉ với 122,100đ/Bộ","['Đường kính mũi:4mm', 'Chiều dài:45mm', 'Kiểu đầu:Đầu bằng']","['Thương hiệu: Unika', 'Mã hệ thống: 330972', 'Model hãng: F-445-SDN (Drill set)', 'Đơn vị: Bộ']"
Phụ kiện kim khí,Vòng đệm (Long đen),,,Vòng đệm bên ngoài 6922nb Makita 764362-7 16-35,https://super-mro.com/san-pham/vong-dem-ben-ngoai-6922nb-makita-764362-7-16-35.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita là những hãng sản xuất thiết bị công nghiệp, Vòng đệm (Long đen) nổi tiếng Việt Nam và thế giới., Vòng đệm bên ngoài 6922nb Makita 764362-7 16-35 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Vòng đệm bên ngoài 6922nb Makita 764362-7 16-35 giá rẻ nhất tại Super-mro chỉ với 771,000đ/Cái",['Quy cách:16-35mm'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6295', 'Model hãng: 764362-7', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vít,,,Vít đầu bằng mạ bạc Unika F-660-SDN,https://super-mro.com/san-pham/plug-screw-unika-f-660-sdn.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Bosch, Khác, Unika là những hãng sản xuất thiết bị công nghiệp, Vít nổi tiếng Việt Nam và thế giới., Vít đầu bằng mạ bạc Unika F-660-SDN là sản phẩm nổi tiếng của hãng Unika, bạn có thể mua Vít đầu bằng mạ bạc Unika F-660-SDN giá rẻ nhất tại Super-mro chỉ với 122,100đ/Bộ","['Đường kính mũi:6mm', 'Chiều dài:60mm', 'Kiểu đầu:Đầu bằng']","['Thương hiệu: Unika', 'Mã hệ thống: 330962', 'Model hãng: F-660-SDN', 'Đơn vị: Bộ']"
Phụ kiện kim khí,Đinh tán,,,Đinh rút rive nhôm D3x13mm,https://super-mro.com/san-pham/dinh-rut-rive-nhom-d3x13mm.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Khác là những hãng sản xuất thiết bị công nghiệp, Đinh tán nổi tiếng Việt Nam và thế giới., Đinh rút rive nhôm D3x13mm là sản phẩm nổi tiếng của hãng Khác, bạn có thể mua Đinh rút rive nhôm D3x13mm giá rẻ nhất tại Super-mro chỉ với Liên hệ/Túi",['Quy cách:D3x13mm'],"['Thương hiệu: Khác', 'Mã hệ thống: 6Y3139', 'Đơn vị: Túi']"
Phụ kiện kim khí,Vít,,,Vít đầu nón vành mạ bạc Unika PW-425-SDN (Drill set),https://super-mro.com/san-pham/plug-screw-unika-pw-425-sdn-drill-set.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Bosch, Khác, Unika là những hãng sản xuất thiết bị công nghiệp, Vít nổi tiếng Việt Nam và thế giới., Vít đầu nón vành mạ bạc Unika PW-425-SDN (Drill set) là sản phẩm nổi tiếng của hãng Unika, bạn có thể mua Vít đầu nón vành mạ bạc Unika PW-425-SDN (Drill set) giá rẻ nhất tại Super-mro chỉ với 122,100đ/Bộ","['Đường kính mũi:4mm', 'Chiều dài:25mm', 'Kiểu đầu:Đầu nón vành']","['Thương hiệu: Unika', 'Mã hệ thống: 330973', 'Model hãng: PW-425-SDN (Drill set)', 'Đơn vị: Bộ']"
Phụ kiện kim khí,Vòng đệm (Long đen),,,Vòng đệm bên ngoài Makita 764363-5 20-83,https://super-mro.com/san-pham/vong-dem-ben-ngoai-makita-764363-5-20-83.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita là những hãng sản xuất thiết bị công nghiệp, Vòng đệm (Long đen) nổi tiếng Việt Nam và thế giới., Vòng đệm bên ngoài Makita 764363-5 20-83 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Vòng đệm bên ngoài Makita 764363-5 20-83 giá rẻ nhất tại Super-mro chỉ với 1,996,000đ/Cái",['Quy cách:20-83mm'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6296', 'Model hãng: 764363-5', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vít,,,Vít đầu bằng mạ bạc Unika F-670-SDN,https://super-mro.com/san-pham/plug-screw-unika-f-670-sdn.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Bosch, Khác, Unika là những hãng sản xuất thiết bị công nghiệp, Vít nổi tiếng Việt Nam và thế giới., Vít đầu bằng mạ bạc Unika F-670-SDN là sản phẩm nổi tiếng của hãng Unika, bạn có thể mua Vít đầu bằng mạ bạc Unika F-670-SDN giá rẻ nhất tại Super-mro chỉ với 122,100đ/Bộ","['Đường kính mũi:6mm', 'Chiều dài:70mm', 'Kiểu đầu:Đầu bằng']","['Thương hiệu: Unika', 'Mã hệ thống: 330963', 'Model hãng: F-670-SDN', 'Đơn vị: Bộ']"
Phụ kiện kim khí,Đinh tán,,,Đinh rút rive nhôm D4x13mm,https://super-mro.com/san-pham/dinh-rut-rive-nhom-d4x13mm.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Khác là những hãng sản xuất thiết bị công nghiệp, Đinh tán nổi tiếng Việt Nam và thế giới., Đinh rút rive nhôm D4x13mm là sản phẩm nổi tiếng của hãng Khác, bạn có thể mua Đinh rút rive nhôm D4x13mm giá rẻ nhất tại Super-mro chỉ với Liên hệ/Túi",['Quy cách:D4x13mm'],"['Thương hiệu: Khác', 'Mã hệ thống: 6Y3140', 'Đơn vị: Túi']"
Phụ kiện kim khí,Vít,,,Vít đầu nón vành mạ bạc Unika PW-432-SDN (Drill set),https://super-mro.com/san-pham/plug-screw-unika-pw-432-sdn-drill-set.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Bosch, Khác, Unika là những hãng sản xuất thiết bị công nghiệp, Vít nổi tiếng Việt Nam và thế giới., Vít đầu nón vành mạ bạc Unika PW-432-SDN (Drill set) là sản phẩm nổi tiếng của hãng Unika, bạn có thể mua Vít đầu nón vành mạ bạc Unika PW-432-SDN (Drill set) giá rẻ nhất tại Super-mro chỉ với 122,100đ/Bộ","['Đường kính mũi:4mm', 'Chiều dài:32mm', 'Kiểu đầu:Đầu nón vành']","['Thương hiệu: Unika', 'Mã hệ thống: 330974', 'Model hãng: PW-432-SDN (Drill set)', 'Đơn vị: Bộ']"
Phụ kiện kim khí,Vòng đệm (Long đen),,,Vòng đệm bên ngoài Makita 764364-3 22-85,https://super-mro.com/san-pham/vong-dem-ben-ngoai-makita-764364-3-22-85.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita là những hãng sản xuất thiết bị công nghiệp, Vòng đệm (Long đen) nổi tiếng Việt Nam và thế giới., Vòng đệm bên ngoài Makita 764364-3 22-85 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Vòng đệm bên ngoài Makita 764364-3 22-85 giá rẻ nhất tại Super-mro chỉ với 1,981,000đ/Cái",['Quy cách:22-85mm'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6297', 'Model hãng: 764364-3', 'Đơn vị: Cái']"
Phụ kiện kim khí,Vít,,,Vít đầu bằng mạ bạc Unika F-675-SDN,https://super-mro.com/san-pham/plug-screw-unika-f-675-sdn.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Bosch, Khác, Unika là những hãng sản xuất thiết bị công nghiệp, Vít nổi tiếng Việt Nam và thế giới., Vít đầu bằng mạ bạc Unika F-675-SDN là sản phẩm nổi tiếng của hãng Unika, bạn có thể mua Vít đầu bằng mạ bạc Unika F-675-SDN giá rẻ nhất tại Super-mro chỉ với 122,100đ/Bộ","['Đường kính mũi:6mm', 'Chiều dài:75mm', 'Kiểu đầu:Đầu bằng']","['Thương hiệu: Unika', 'Mã hệ thống: 330964', 'Model hãng: F-675-SDN', 'Đơn vị: Bộ']"
Phụ kiện kim khí,Đinh thép,,,Đinh sắt 15cm,https://super-mro.com/san-pham/dinh-sat-15cm.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Khác là những hãng sản xuất thiết bị công nghiệp, Đinh thép nổi tiếng Việt Nam và thế giới., Đinh sắt 15cm là sản phẩm nổi tiếng của hãng Khác, bạn có thể mua Đinh sắt 15cm giá rẻ nhất tại Super-mro chỉ với Liên hệ/Kg",['Quy cách:15cm'],"['Thương hiệu: Khác', 'Mã hệ thống: 8B7859', 'Đơn vị: Kg']"
