Category title,Sub-category title,Class title,Sub-class title,Title names,Link items,Item description,Item tech,Item information
Vệ sinh công nghiệp,Thiết bị làm sạch,Máy hút bụi và phụ kiện,,Đầu hút bụi (màu đen) Makita 198526-5,https://super-mro.com/san-pham/dau-hut-bui-mau-den-makita-198526-5.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Stanley, Bosch, Dewalt, Makita, Toptul, HiClean, Karcher, Milwaukee, DCA là những hãng sản xuất thiết bị công nghiệp, Máy hút bụi và phụ kiện nổi tiếng Việt Nam và thế giới., Đầu hút bụi (màu đen) Makita 198526-5 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Đầu hút bụi (màu đen) Makita 198526-5 giá rẻ nhất tại Super-mro chỉ với 278,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8C2131', 'Model hãng: 198526-5', 'Đơn vị: Cái']"
Vệ sinh công nghiệp,Thiết bị làm sạch,Máy hút bụi và phụ kiện,,Đầu hut bụi cho sàn và thảm có công tắc Makita 198533-8 38mm,https://super-mro.com/san-pham/dau-hut-bui-cho-san-va-tham-co-cong-tac-makita-198533-8-38mm.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Stanley, Bosch, Dewalt, Makita, Toptul, HiClean, Karcher, Milwaukee, DCA là những hãng sản xuất thiết bị công nghiệp, Máy hút bụi và phụ kiện nổi tiếng Việt Nam và thế giới., Đầu hut bụi cho sàn và thảm có công tắc Makita 198533-8 38mm là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Đầu hut bụi cho sàn và thảm có công tắc Makita 198533-8 38mm giá rẻ nhất tại Super-mro chỉ với 551,000đ/Cái",['Quy cách:38mm'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C2141', 'Model hãng: 198533-8', 'Đơn vị: Cái']"
Vệ sinh công nghiệp,Dụng cụ làm sạch,Bình xịt và vòi xịt,,Đầu xịt dạng xoáy Makita 197824-4,https://super-mro.com/san-pham/dau-xit-dang-xoay-makita-197824-4.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Makita là những hãng sản xuất thiết bị công nghiệp, Bình xịt và vòi xịt nổi tiếng Việt Nam và thế giới., Đầu xịt dạng xoáy Makita 197824-4 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Đầu xịt dạng xoáy Makita 197824-4 giá rẻ nhất tại Super-mro chỉ với 232,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8C1468', 'Model hãng: 197824-4', 'Đơn vị: Cái']"
Vệ sinh công nghiệp,Thiết bị làm sạch,Máy hút bụi và phụ kiện,,Bộ phụ kiện che bụi cho máy GA5080 Makita 193903-6,https://super-mro.com/san-pham/bo-phu-kien-che-bui-cho-may-ga5080-makita-193903-6.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Stanley, Bosch, Dewalt, Makita, Toptul, HiClean, Karcher, Milwaukee, DCA là những hãng sản xuất thiết bị công nghiệp, Máy hút bụi và phụ kiện nổi tiếng Việt Nam và thế giới., Bộ phụ kiện che bụi cho máy GA5080 Makita 193903-6 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Bộ phụ kiện che bụi cho máy GA5080 Makita 193903-6 giá rẻ nhất tại Super-mro chỉ với 201,000đ/Bộ",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8F2093', 'Model hãng: 193903-6', 'Đơn vị: Bộ']"
Vệ sinh công nghiệp,Thiết bị làm sạch,Máy hút bụi và phụ kiện,,Phụ kiện ly tâm máy hút bụi màu đen Makita 191D75-5,https://super-mro.com/san-pham/phu-kien-ly-tam-may-hut-bui-mau-den-makita-191d75-5.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Stanley, Bosch, Dewalt, Makita, Toptul, HiClean, Karcher, Milwaukee, DCA là những hãng sản xuất thiết bị công nghiệp, Máy hút bụi và phụ kiện nổi tiếng Việt Nam và thế giới., Phụ kiện ly tâm máy hút bụi màu đen Makita 191D75-5 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Phụ kiện ly tâm máy hút bụi màu đen Makita 191D75-5 giá rẻ nhất tại Super-mro chỉ với 555,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8C6625', 'Model hãng: 191D75-5', 'Đơn vị: Cái']"
Vệ sinh công nghiệp,Thiết bị làm sạch,Máy hút bụi và phụ kiện,,Máy Hút Bụi Đeo Vai Dùng Pin Makita Dvc260Zx5 Hepa/Túi Bụi Giấy/Bl 18Vx2,https://super-mro.com/san-pham/may-hut-bui-deo-vai-dung-pin-makita-dvc260zx5-hepa-tui-bui-giay-bl-18vx2.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Stanley, Bosch, Dewalt, Makita, Toptul, HiClean, Karcher, Milwaukee, DCA là những hãng sản xuất thiết bị công nghiệp, Máy hút bụi và phụ kiện nổi tiếng Việt Nam và thế giới., Máy Hút Bụi Đeo Vai Dùng Pin Makita Dvc260Zx5 Hepa/Túi Bụi Giấy/Bl 18Vx2 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Máy Hút Bụi Đeo Vai Dùng Pin Makita Dvc260Zx5 Hepa/Túi Bụi Giấy/Bl 18Vx2 giá rẻ nhất tại Super-mro chỉ với 6,407,000đ/Chiếc","['Công suất:45/25W', 'Điện áp:18Vx2', 'Dung tích bình chứa:Filter bag / Paper dust bag: 2.0 / 2.0 L Cloth dust bag: 1.5L', 'Trọng lượng:3,9kg', 'Kích thước:230x152x373mm']","['Thương hiệu: Makita', 'Mã hệ thống: 1Y106', 'Model hãng: DVC260ZX5', 'Đơn vị: Chiếc', 'Bảo hành: 12 tháng']"
Vệ sinh công nghiệp,Thiết bị làm sạch,Máy hút bụi và phụ kiện,,Đầu hút khe dcl501 Makita SH00000042,https://super-mro.com/san-pham/dau-hut-khe-dcl501-makita-sh00000042.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Stanley, Bosch, Dewalt, Makita, Toptul, HiClean, Karcher, Milwaukee, DCA là những hãng sản xuất thiết bị công nghiệp, Máy hút bụi và phụ kiện nổi tiếng Việt Nam và thế giới., Đầu hút khe dcl501 Makita SH00000042 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Đầu hút khe dcl501 Makita SH00000042 giá rẻ nhất tại Super-mro chỉ với 205,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8C2171', 'Model hãng: SH00000042', 'Đơn vị: Cái']"
Vệ sinh công nghiệp,Hóa chất tẩy rửa,Hóa chất khác,,Gel siêu âm xanh/trắng 5 lít/chai,https://super-mro.com/san-pham/gel-sieu-am-xanh-trang-5-lit-chai.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Khác, EPOXY, FLUOREX, INORGANIC, JOTUN, RANDO, Mega-Check là những hãng sản xuất thiết bị công nghiệp, Hóa chất khác nổi tiếng Việt Nam và thế giới., Gel siêu âm xanh/trắng 5 lít/chai là sản phẩm nổi tiếng của hãng Khác, bạn có thể mua Gel siêu âm xanh/trắng 5 lít/chai giá rẻ nhất tại Super-mro chỉ với Liên hệ/Chai","['Quy cách:5 lít', 'Đặc điểm:Xanh/trắng']","['Thương hiệu: Khác', 'Mã hệ thống: 8C9485', 'Đơn vị: Chai']"
Vệ sinh công nghiệp,Hóa chất tẩy rửa,Hóa chất tẩy rửa và xử lý bề mặt,,Bình xịt chế Xanh 3T,https://super-mro.com/san-pham/binh-xit-che-xanh-3t.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của NCH, Khác là những hãng sản xuất thiết bị công nghiệp, Hóa chất tẩy rửa và xử lý bề mặt nổi tiếng Việt Nam và thế giới., Bình xịt chế Xanh 3T là sản phẩm nổi tiếng của hãng Khác, bạn có thể mua Bình xịt chế Xanh 3T giá rẻ nhất tại Super-mro chỉ với 29,700đ/Bình","['Dung tích:450ml', 'Trọng lượng:420g', 'Đặc điểm:24 bình/thùng']","['Thương hiệu: Khác', 'Mã hệ thống: 8D1512', 'Đơn vị: Bình']"
Vệ sinh công nghiệp,Thiết bị làm sạch,Máy hút bụi và phụ kiện,,Ống nối hút bụi + đầu giữ ống hút bụi cho máy CL117FD Makita 1910Y3-1,https://super-mro.com/san-pham/ong-noi-hut-bui-dau-giu-ong-hut-bui-cho-may-cl117fd-makita-1910y3-1.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Stanley, Bosch, Dewalt, Makita, Toptul, HiClean, Karcher, Milwaukee, DCA là những hãng sản xuất thiết bị công nghiệp, Máy hút bụi và phụ kiện nổi tiếng Việt Nam và thế giới., Ống nối hút bụi + đầu giữ ống hút bụi cho máy CL117FD Makita 1910Y3-1 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Ống nối hút bụi + đầu giữ ống hút bụi cho máy CL117FD Makita 1910Y3-1 giá rẻ nhất tại Super-mro chỉ với 222,000đ/Cái",[],"['Thương hiệu: Makita', 'Mã hệ thống: 8F1991', 'Model hãng: 1910Y3-1', 'Đơn vị: Cái']"
Vệ sinh công nghiệp,Thiết bị làm sạch,Máy hút bụi và phụ kiện,,Khớp nối vc2000l Makita P-70421 35-38,https://super-mro.com/san-pham/khop-noi-vc2000l-makita-p-70421-35-38.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Stanley, Bosch, Dewalt, Makita, Toptul, HiClean, Karcher, Milwaukee, DCA là những hãng sản xuất thiết bị công nghiệp, Máy hút bụi và phụ kiện nổi tiếng Việt Nam và thế giới., Khớp nối vc2000l Makita P-70421 35-38 là sản phẩm nổi tiếng của hãng Makita, bạn có thể mua Khớp nối vc2000l Makita P-70421 35-38 giá rẻ nhất tại Super-mro chỉ với 393,000đ/Cái",['Quy cách:35-38mm'],"['Thương hiệu: Makita', 'Mã hệ thống: 8C2645', 'Model hãng: P-70421', 'Đơn vị: Cái']"
Vệ sinh công nghiệp,Thiết bị làm sạch,Máy chà sàn,,Miếng chà Microfibre chống xước Bosch 1600A023KZ,https://super-mro.com/san-pham/mieng-cha-microfibre-chong-xuoc-bosch-1600a023kz.html,", Đại siêu thị Vật tư phụ tùng SUPER-MRO.COM hơn 10 năm kinh nghiệm trong ngành dụng cụ cầm tay, vật tư phụ tùng, đại diện phân phối của Bosch là những hãng sản xuất thiết bị công nghiệp, Máy chà sàn nổi tiếng Việt Nam và thế giới., Miếng chà Microfibre chống xước Bosch 1600A023KZ là sản phẩm nổi tiếng của hãng Bosch, bạn có thể mua Miếng chà Microfibre chống xước Bosch 1600A023KZ giá rẻ nhất tại Super-mro chỉ với 168,000đ/Cái","['Đường kính đĩa chà:65mm', 'Kích thước:63x63x12mm']","['Thương hiệu: Bosch', 'Mã hệ thống: 8C9255', 'Model hãng: 1600A023KZ', 'Đơn vị: Cái']"
